capital punishment,9.775320590656285
supreme court,7.065976598922405
sentenced death,5.354700885655385
death sentence,5.260773155454801
amnesty international,5.07166512553193
united states,4.853117253939576
death sentences,4.075661771929752
year old,3.854297472649489
criminal justice,3.3567607217501307
lethal injection,3.280613337761099
eye eye,2.934154654762195
life prison,2.531456158184898
saudi arabia,2.496592043085489
district attorney,2.4858851002765947
use death penalty,2.455883020586902
life parole,2.399014249018107
life imprisonment,2.2922922960983354
innocent people,2.2693145673460764
support death penalty,2.246474513464155
law enforcement,2.1516318991051557
death row inmates,2.1472849609099067
abu jamal,2.115227035015387
attorney general,2.040286425200534
public prosecutor,1.9346742244810649
death penalty cases,1.841431711311112
solitary confinement,1.8261034328769445
wrongful convictions,1.819076419830246
international law,1.7399445453669646
state party,1.6923667388632644
united nations,1.6624251291523908
life sentence,1.6369204456858861
mandatory death penalty,1.5805682327037942
people executed,1.5667472752356768
capital cases,1.5561912480446891
years ago,1.533196182371995
penal code,1.5019413616807489
fair trial,1.4997741222741818
innocent person,1.4887385797856176
http www,1.4700121527089367
dna evidence,1.4693798735268155
drug trafficking,1.4677370051454217
death row inmate,1.4605547783248343
eighth amendment,1.4531100623575226
family members,1.447676648219862
abolished death penalty,1.442974231780669
human rights watch,1.441078915050974
mental health,1.439655362777007
possibility parole,1.421392661681555
police officer,1.4162229228957355
right life,1.4161192873835902
abolish death penalty,1.3944340772055757
convicted murder,1.3890065390960407
sentence life,1.383902613583474
new york times,1.3505360450430923
years prison,1.3491389107110185
cruel unusual punishment,1.343408006524551
sentence death,1.3423819066040557
abolition death penalty,1.339399333195751
years old,1.3317693009680838
new trial,1.3081523108552637
district court,1.3018775525226376
north carolina,1.288226105008973
court appeal,1.282551389170652
sentenced life,1.2504690828544145
juvenile offenders,1.245591985467222
high court,1.2194313800227965
dna testing,1.2104398696470493
life death,1.210239550800459
dangerous drugs,1.206976556203794
years later,1.1950531230021606
death row phenomenon,1.1934107064303814
rape murder,1.1931655350677057
capital murder,1.1926449607958736
cruel inhuman degrading,1.166060622200962
drug related,1.165679369724809
inhuman degrading treatment,1.1608494504996343
don know,1.1565938315731055
life sentences,1.1491787934435185
law school,1.141934643699843
seek death penalty,1.1378301368067474
trial court,1.1363391759658492
took place,1.1328329270057385
degree murder,1.1158264934364102
victims families,1.1095614186322271
did commit,1.102302729166688
electric chair,1.0986908686384542
secretary general,1.0839865129835031
crime scene,1.0758539490204435
years death row,1.058377753698031
police officers,1.0574702610286968
crimes committed,1.055015912830939
new evidence,1.0519062217564001
recent years,1.0516699932966145
post conviction,1.0513912244162065
death penalty information center,1.0416691278266346
moriarty asked,1.0414311519379014
department corrections,1.041206684918553
method execution,1.0295786263875435
drugs act,1.0280589641004927
deterrent effect,1.0031173689833146
death row prisoners,1.001997888156335
cdata cdata cdata cdata,0.9997500205914415
serial killer,0.9994045100100095
people death row,0.9926108418447016
privy council,0.9847325750997664
executing innocent,0.981927134695063
court ruled,0.9806121667078987
human rights defenders,0.9790508430136686
criminal law,0.9751950135707768
degrading treatment punishment,0.9735336579170755
international covenant civil political,0.97088836028874
innocent man,0.9670149622406163
iranian authorities,0.9667975473897042
court appeals,0.9657081941511197
international human rights,0.9654813182582362
covenant civil political rights,0.9617425578637402
los angeles,0.9608354652432587
20 years,0.9591506893580755
county district,0.9526419572570377
